,time,symbol,side,price,fee,feeAsset,quantity,quantityAsset,realizedProfit,realizedProfitAsset,baseAsset,qty,positionSide,activeBuy
0,1714060960000,DOGEUSDT,SELL,0.15192,-0.060768,USDT,303.84,USDT,1.95493333,USDT,DOGE,2000.0,LONG,True
1,1714060918000,DOGEUSDT,SELL,0.15182,-0.060728,USDT,303.64,USDT,1.75493333,USDT,DOGE,2000.0,LONG,True
2,1714060916000,DOGEUSDT,SELL,0.15172,-0.060688,USDT,303.44,USDT,1.55493333,USDT,DOGE,2000.0,LONG,True
3,1714060301000,DOGEUSDT,SELL,0.15162,-0.060648,USDT,303.24,USDT,1.35493333,USDT,DOGE,2000.0,LONG,True
4,1714060274000,DOGEUSDT,SELL,0.15152,-0.060608,USDT,303.04,USDT,1.15493333,USDT,DOGE,2000.0,LONG,True
5,1714060269000,DOGEUSDT,SELL,0.15142,-0.02831554,USDT,141.5777,USDT,0.44643133,USDT,DOGE,935.0,LONG,True
6,1714060269000,DOGEUSDT,SELL,0.15142,-0.03225245,USDT,161.2623,USDT,0.508502,USDT,DOGE,1065.0,LONG,True
7,1714060250000,DOGEUSDT,SELL,0.15132,-0.060528,USDT,302.64,USDT,0.75493333,USDT,DOGE,2000.0,LONG,True
8,1714060215000,DOGEUSDT,SELL,0.15098,-0.05186163,USDT,103.72326,USDT,0.0257396,USDT,DOGE,687.0,LONG,False
9,1714060215000,DOGEUSDT,SELL,0.15098,-0.04997438,USDT,99.94876,USDT,0.02480293,USDT,DOGE,662.0,LONG,False
10,1714060215000,DOGEUSDT,SELL,0.15098,-0.00437842,USDT,8.75684,USDT,0.00217306,USDT,DOGE,58.0,LONG,False
11,1714060215000,DOGEUSDT,SELL,0.15098,-0.00256666,USDT,5.13332,USDT,0.00127386,USDT,DOGE,34.0,LONG,False
12,1714060215000,DOGEUSDT,SELL,0.15098,-0.01290879,USDT,25.81758,USDT,0.0064068,USDT,DOGE,171.0,LONG,False
13,1714060215000,DOGEUSDT,SELL,0.15098,-0.18027012,USDT,360.54024,USDT,0.0894704,USDT,DOGE,2388.0,LONG,False
14,1714040715000,DOGEUSDT,BUY,0.14748,-0.280212,USDT,560.424,USDT,0.0,USDT,DOGE,3800.0,LONG,True
15,1714040715000,DOGEUSDT,BUY,0.14748,-0.088488,USDT,176.976,USDT,0.0,USDT,DOGE,1200.0,LONG,True
16,1714018420000,DOGEUSDT,BUY,0.14855,-0.371375,USDT,742.75,USDT,0.0,USDT,DOGE,5000.0,LONG,True
17,1714018401000,DOGEUSDT,BUY,0.14895,-0.372375,USDT,744.75,USDT,0.0,USDT,DOGE,5000.0,LONG,True
18,1714018283000,DOGEUSDT,BUY,0.14946,-0.17277576,USDT,345.55152,USDT,0.0,USDT,DOGE,2312.0,LONG,True
19,1714018283000,DOGEUSDT,BUY,0.14946,-0.00283974,USDT,5.67948,USDT,0.0,USDT,DOGE,38.0,LONG,True
20,1714018283000,DOGEUSDT,BUY,0.14946,-0.0037365,USDT,7.473,USDT,0.0,USDT,DOGE,50.0,LONG,True
21,1713999750000,DOGEUSDT,BUY,0.14951,-0.0538236,USDT,269.118,USDT,0.0,USDT,DOGE,1800.0,LONG,False
22,1713998831000,DOGEUSDT,BUY,0.15085,-0.054306,USDT,271.53,USDT,0.0,USDT,DOGE,1800.0,LONG,False
23,1713974253000,DOGEUSDT,BUY,0.15227,-0.0548172,USDT,274.086,USDT,0.0,USDT,DOGE,1800.0,LONG,False
24,1713972369000,DOGEUSDT,BUY,0.15381,-0.0553716,USDT,276.858,USDT,0.0,USDT,DOGE,1800.0,LONG,False
25,1713969323000,DOGEUSDT,BUY,0.15492,-0.0278856,USDT,139.428,USDT,0.0,USDT,DOGE,900.0,LONG,False
26,1713969158000,DOGEUSDT,BUY,0.15607,-0.0280926,USDT,140.463,USDT,0.0,USDT,DOGE,900.0,LONG,False
27,1713968803000,DOGEUSDT,BUY,0.15724,-0.0283032,USDT,141.516,USDT,0.0,USDT,DOGE,900.0,LONG,False
28,1713967008000,DOGEUSDT,BUY,0.15847,-0.0285246,USDT,142.623,USDT,0.0,USDT,DOGE,900.0,LONG,False
29,1713965377000,DOGEUSDT,BUY,0.15952,-0.0191424,USDT,95.712,USDT,0.0,USDT,DOGE,600.0,LONG,False
30,1713963782000,DOGEUSDT,BUY,0.16058,-0.0192696,USDT,96.348,USDT,0.0,USDT,DOGE,600.0,LONG,False
31,1713963380000,DOGEUSDT,BUY,0.16165,-0.03144092,USDT,62.88185,USDT,0.0,USDT,DOGE,389.0,LONG,True
32,1713963380000,DOGEUSDT,BUY,0.16165,-0.01705407,USDT,34.10815,USDT,0.0,USDT,DOGE,211.0,LONG,True
33,1713962748000,DOGEUSDT,BUY,0.16148,-0.01937759,USDT,96.888,USDT,0.492,USDT,DOGE,600.0,SHORT,False
34,1713961902000,DOGEUSDT,SELL,0.1623,-0.03278459,USDT,65.5692,USDT,0.0,USDT,DOGE,404.0,SHORT,False
35,1713961902000,DOGEUSDT,SELL,0.1623,-0.0107118,USDT,21.4236,USDT,0.0,USDT,DOGE,132.0,SHORT,False
36,1713961902000,DOGEUSDT,SELL,0.1623,-0.00259679,USDT,5.1936,USDT,0.0,USDT,DOGE,32.0,SHORT,False
37,1713961902000,DOGEUSDT,SELL,0.1623,-0.00259679,USDT,5.1936,USDT,0.0,USDT,DOGE,32.0,SHORT,False
38,1713960802000,DOGEUSDT,BUY,0.16217,-0.0389208,USDT,194.604,USDT,0.978,USDT,DOGE,1200.0,SHORT,False
39,1713958314000,DOGEUSDT,SELL,0.16352,-0.0196224,USDT,98.112,USDT,0.0,USDT,DOGE,600.0,SHORT,True
40,1713958083000,DOGEUSDT,SELL,0.16245,-0.048735,USDT,97.47,USDT,0.0,USDT,DOGE,600.0,SHORT,False
41,1713957974000,DOGEUSDT,SELL,0.16204,-0.0194448,USDT,97.224,USDT,0.486,USDT,DOGE,600.0,LONG,True
42,1713949735000,DOGEUSDT,BUY,0.16123,-0.048369,USDT,96.738,USDT,0.0,USDT,DOGE,600.0,LONG,True
43,1713949386000,DOGEUSDT,BUY,0.16138,-0.0193656,USDT,96.828,USDT,0.516,USDT,DOGE,600.0,SHORT,False
44,1713947419000,DOGEUSDT,SELL,0.16224,-0.048672,USDT,97.344,USDT,0.0,USDT,DOGE,600.0,SHORT,False
45,1713943168000,DOGEUSDT,SELL,0.16212,-0.0194544,USDT,97.272,USDT,0.492,USDT,DOGE,600.0,LONG,True
46,1713938731000,DOGEUSDT,BUY,0.1613,-0.04839,USDT,96.78,USDT,0.0,USDT,DOGE,600.0,LONG,True
47,1713936853000,DOGEUSDT,BUY,0.16168,-0.0194016,USDT,97.008,USDT,0.492,USDT,DOGE,600.0,SHORT,False
48,1713934097000,DOGEUSDT,SELL,0.1625,-0.04875,USDT,97.5,USDT,0.0,USDT,DOGE,600.0,SHORT,False
49,1713932188000,DOGEUSDT,BUY,0.16206,-0.0388944,USDT,194.472,USDT,0.978,USDT,DOGE,1200.0,SHORT,False
50,1713929400000,DOGEUSDT,SELL,0.16336,-0.0196032,USDT,98.016,USDT,0.0,USDT,DOGE,600.0,SHORT,True
51,1713928827000,DOGEUSDT,SELL,0.16239,-0.048717,USDT,97.434,USDT,0.0,USDT,DOGE,600.0,SHORT,False
52,1713925820000,DOGEUSDT,BUY,0.16095,-0.012876,USDT,64.38,USDT,0.36,USDT,DOGE,400.0,SHORT,False
53,1713925390000,DOGEUSDT,SELL,0.16185,-0.03237,USDT,64.74,USDT,0.0,USDT,DOGE,400.0,SHORT,False
54,1713923415000,DOGEUSDT,BUY,0.16178,-0.016178,USDT,80.89,USDT,0.445,USDT,DOGE,500.0,SHORT,False
55,1713922658000,DOGEUSDT,SELL,0.16267,-0.0406675,USDT,81.335,USDT,0.0,USDT,DOGE,500.0,SHORT,False
56,1713921844000,ATOMUSDT,SELL,8.752,-0.00875199,USDT,43.76,USDT,0.35941567,USDT,ATOM,5.0,LONG,True
57,1713921141000,ATOMUSDT,SELL,8.742,-0.008742,USDT,43.71,USDT,0.30941567,USDT,ATOM,5.0,LONG,True
58,1713920585000,ATOMUSDT,SELL,8.732,-0.008732,USDT,43.66,USDT,0.25941567,USDT,ATOM,5.0,LONG,True
59,1713919094000,ATOMUSDT,SELL,8.722,-0.008722,USDT,43.61,USDT,0.20941567,USDT,ATOM,5.0,LONG,True
60,1713919034000,ATOMUSDT,SELL,8.712,-0.00871199,USDT,43.56,USDT,0.15941567,USDT,ATOM,5.0,LONG,True
61,1713918845000,ATOMUSDT,SELL,8.702,-0.008702,USDT,43.51,USDT,0.10941567,USDT,ATOM,5.0,LONG,True
62,1713918239000,ATOMUSDT,BUY,8.645,-0.04058827,USDT,81.17655,USDT,0.0,USDT,ATOM,9.39,LONG,True
63,1713918239000,ATOMUSDT,BUY,8.645,-0.00263672,USDT,5.27345,USDT,0.0,USDT,ATOM,0.61,LONG,True
64,1713902478000,ATOMUSDT,SELL,8.752,-0.00875199,USDT,43.76,USDT,0.2716235,USDT,ATOM,5.0,LONG,True
65,1713901666000,ATOMUSDT,SELL,8.742,-0.008742,USDT,43.71,USDT,0.2216235,USDT,ATOM,5.0,LONG,True
66,1713897715000,ATOMUSDT,BUY,8.657,-0.03830722,USDT,76.61445,USDT,0.0,USDT,ATOM,8.85,LONG,True
67,1713897715000,ATOMUSDT,BUY,8.657,-0.00497777,USDT,9.95555,USDT,0.0,USDT,ATOM,1.15,LONG,True
68,1713897673000,ATOMUSDT,BUY,8.673,-0.043365,USDT,86.73,USDT,0.0,USDT,ATOM,10.0,LONG,True
69,1713882923000,ATOMUSDT,SELL,8.857,-0.008857,USDT,44.285,USDT,0.46987051,USDT,ATOM,5.0,LONG,True
70,1713882784000,ATOMUSDT,SELL,8.852,-0.008852,USDT,44.26,USDT,0.44487051,USDT,ATOM,5.0,LONG,True
71,1713882784000,ATOMUSDT,SELL,8.847,-0.008847,USDT,44.235,USDT,0.41987051,USDT,ATOM,5.0,LONG,True
72,1713882769000,ATOMUSDT,SELL,8.842,-0.00884199,USDT,44.21,USDT,0.39487051,USDT,ATOM,5.0,LONG,True
73,1713881850000,ATOMUSDT,SELL,8.837,-0.00883699,USDT,44.185,USDT,0.36987051,USDT,ATOM,5.0,LONG,True
74,1713881743000,ATOMUSDT,SELL,8.832,-0.008832,USDT,44.16,USDT,0.34487051,USDT,ATOM,5.0,LONG,True
75,1713881660000,ATOMUSDT,SELL,8.827,-0.008827,USDT,44.135,USDT,0.31987051,USDT,ATOM,5.0,LONG,True
76,1713881603000,ATOMUSDT,SELL,8.822,-0.008822,USDT,44.11,USDT,0.29487051,USDT,ATOM,5.0,LONG,True
77,1713881603000,ATOMUSDT,SELL,8.817,-0.008817,USDT,44.085,USDT,0.26987051,USDT,ATOM,5.0,LONG,True
78,1713881567000,ATOMUSDT,SELL,8.812,-0.008812,USDT,44.06,USDT,0.24487051,USDT,ATOM,5.0,LONG,True
79,1713881257000,ATOMUSDT,SELL,8.807,-0.008807,USDT,44.035,USDT,0.21987051,USDT,ATOM,5.0,LONG,True
80,1713881225000,ATOMUSDT,SELL,8.802,-0.008802,USDT,44.01,USDT,0.19487051,USDT,ATOM,5.0,LONG,True
81,1713879765000,ATOMUSDT,SELL,8.792,-0.008792,USDT,43.96,USDT,0.14487051,USDT,ATOM,5.0,LONG,True
82,1713879751000,ATOMUSDT,SELL,8.787,-0.008787,USDT,43.935,USDT,0.11987051,USDT,ATOM,5.0,LONG,True
83,1713879734000,ATOMUSDT,SELL,8.782,-0.004391,USDT,21.955,USDT,0.04743525,USDT,ATOM,2.5,LONG,True
84,1713879536000,ATOMUSDT,SELL,8.774,-0.1206425,USDT,241.285,USDT,0.30178783,USDT,ATOM,27.5,LONG,False
85,1713876186000,ATOMUSDT,BUY,8.682,-0.04341,USDT,86.82,USDT,0.0,USDT,ATOM,10.0,LONG,True
86,1713874937000,DOGEUSDT,SELL,0.15872,-0.015872,USDT,79.36,USDT,0.41,USDT,DOGE,500.0,LONG,True
87,1713872275000,ATOMUSDT,BUY,8.698,-0.13047,USDT,260.94,USDT,0.0,USDT,ATOM,30.0,LONG,True
88,1713870445000,DOGEUSDT,BUY,0.1579,-0.039475,USDT,78.95,USDT,0.0,USDT,DOGE,500.0,LONG,True
89,1713863459000,ATOMUSDT,BUY,8.715,-0.0217875,USDT,43.575,USDT,0.0,USDT,ATOM,5.0,LONG,True
90,1713861985000,DOGEUSDT,SELL,0.15812,-0.031624,USDT,158.12,USDT,0.825,USDT,DOGE,1000.0,LONG,True
91,1713860204000,ATOMUSDT,BUY,8.718,-0.021795,USDT,43.59,USDT,0.0,USDT,ATOM,5.0,LONG,True
92,1713857769000,DOGEUSDT,BUY,0.15682,-0.015682,USDT,78.41,USDT,0.0,USDT,DOGE,500.0,LONG,False
93,1713857551000,ATOMUSDT,BUY,8.743,-0.0218575,USDT,43.715,USDT,0.0,USDT,ATOM,5.0,LONG,True
94,1713857527000,ATOMUSDT,BUY,8.753,-0.0218825,USDT,43.765,USDT,0.0,USDT,ATOM,5.0,LONG,True
95,1713855311000,ATOMUSDT,BUY,8.775,-0.043875,USDT,87.75,USDT,0.0,USDT,ATOM,10.0,LONG,True
96,1713855227000,ATOMUSDT,BUY,8.785,-0.0219625,USDT,43.925,USDT,0.0,USDT,ATOM,5.0,LONG,True
97,1713855216000,DOGEUSDT,BUY,0.15777,-0.0394425,USDT,78.885,USDT,0.0,USDT,DOGE,500.0,LONG,True
98,1713855197000,ATOMUSDT,BUY,8.797,-0.0219925,USDT,43.985,USDT,0.0,USDT,ATOM,5.0,LONG,True
99,1713855126000,ATOMUSDT,BUY,8.816,-0.02204,USDT,44.08,USDT,0.0,USDT,ATOM,5.0,LONG,True
100,1713854907000,ATOMUSDT,BUY,8.827,-0.0220675,USDT,44.135,USDT,0.0,USDT,ATOM,5.0,LONG,True
101,1713854675000,ATOMUSDT,BUY,8.836,-0.02209,USDT,44.18,USDT,0.0,USDT,ATOM,5.0,LONG,True
102,1713854593000,ATOMUSDT,BUY,8.85,-0.022125,USDT,44.25,USDT,0.0,USDT,ATOM,5.0,LONG,True
103,1713853345000,ATOMUSDT,BUY,8.872,-0.02218,USDT,44.36,USDT,0.0,USDT,ATOM,5.0,LONG,True
104,1713851212000,DOGEUSDT,SELL,0.15902,-0.071559,USDT,357.795,USDT,1.80249999,USDT,DOGE,2250.0,LONG,True
105,1713850804000,ATOMUSDT,SELL,9.182,-0.00918199,USDT,45.91,USDT,1.04715135,USDT,ATOM,5.0,LONG,True
106,1713850800000,ATOMUSDT,SELL,9.172,-0.009172,USDT,45.86,USDT,0.99715135,USDT,ATOM,5.0,LONG,True
107,1713850791000,ATOMUSDT,SELL,9.162,-0.009162,USDT,45.81,USDT,0.94715135,USDT,ATOM,5.0,LONG,True
108,1713850791000,ATOMUSDT,SELL,9.152,-0.009152,USDT,45.76,USDT,0.89715135,USDT,ATOM,5.0,LONG,True
109,1713850778000,ATOMUSDT,SELL,9.142,-0.009142,USDT,45.71,USDT,0.84715135,USDT,ATOM,5.0,LONG,True
110,1713850766000,ATOMUSDT,SELL,9.132,-0.009132,USDT,45.66,USDT,0.79715135,USDT,ATOM,5.0,LONG,True
111,1713850766000,ATOMUSDT,SELL,9.122,-0.009122,USDT,45.61,USDT,0.74715135,USDT,ATOM,5.0,LONG,True
112,1713850750000,ATOMUSDT,SELL,9.112,-0.009112,USDT,45.56,USDT,0.69715135,USDT,ATOM,5.0,LONG,True
113,1713850728000,ATOMUSDT,SELL,9.102,-0.009102,USDT,45.51,USDT,0.64715135,USDT,ATOM,5.0,LONG,True
114,1713850712000,ATOMUSDT,SELL,9.092,-0.00909199,USDT,45.46,USDT,0.59715135,USDT,ATOM,5.0,LONG,True
115,1713850702000,ATOMUSDT,SELL,9.082,-0.009082,USDT,45.41,USDT,0.54715135,USDT,ATOM,5.0,LONG,True
116,1713850525000,ATOMUSDT,SELL,9.072,-0.009072,USDT,45.36,USDT,0.49715135,USDT,ATOM,5.0,LONG,True
117,1713850525000,ATOMUSDT,SELL,9.062,-0.009062,USDT,45.31,USDT,0.44715135,USDT,ATOM,5.0,LONG,True
118,1713850525000,ATOMUSDT,SELL,9.052,-0.00905199,USDT,45.26,USDT,0.39715135,USDT,ATOM,5.0,LONG,True
